Autor,ML o DL,Algoritmo Nombre,Algoritmo,Arquitectura,Pais de estudio,Región de estudio,Fuente de datos,Nombre Metrica,Metrica de evaluacion,Repositorio,Source Category,Source type,Product,Feature name,Temporal res.,Spatial res.,Output deseado,Link repository
,,,,,,,,,,,Meteorological,,,Potential evapotranspiration,,,,
,,,,,,,,,,,Meteorological,,,Max value of eastward component of the 10 m wind,,,,
,,,,,,,,,,,Meteorological,,,Max value of northward component of the 10 m wind,,,,
,,,,,,,,,,,Meteorological,,,Max atmospheric temperature,,,,
,,,,,,,,,,,Meteorological,,,Max precipitation,,,,
,,,,,,,,,,,Meteorological,,,Min value of eastward component of the 10 m wind,,,,
,,,,,,,,,,,Meteorological,,,Min value of northward component of the 10 m wind,,,,
,,,,,,,,,,,Meteorological,,,Min atmospheric temperature,,,,
,,,,,,,,,,,Meteorological,,,Min precipitation,,,,
Shahzad et al - 2024,ML,Regresión Logística (LR),Log-Res,No,Pakistán,Pakistán,MODIS Global Fire Atlas (MCD64A1),Accuracy,ACC,No,Topographic,,Earth Explorer,Slope,,30 m,Mapa de riesgo de incendios de vegetación,
,,Bosque Aleatorio (RF),RF,,,,,AUC,AUC,,Topographic,,Earth Explorer,Aspect,,30 m,Predicción de la ocurrencia de incendios,
,,Máquina de Vectores de Soporte (SVM),SVM,,,,,Precisión,PREC,,Topographic,,Earth Explorer,Elevation,,30 m,,
,,eXtreme Gradient Boosting (XGBoost),XGBoost,,,,,Recall,REC,,Meteorological,,WorldClim,Minimum temperature,,21 km²,,
,,,,,,,,F1-score,F1,,Meteorological,,WorldClim,Maximum temperature,,21 km²,,
,,,,,,,,Kappa,Kappa,,Meteorological,,WorldClim,Precipitation,,21 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Northward components of the 10 m wind,,9 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Eastward components of the 10 m wind,,9 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Skin temperature,,9 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Surface net solar radiation,,9 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Surface net thermal radiation,,9 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Surface pressure,,9 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Soil temperature,,9 km²,,
,,,,,,,,,,,Meteorological,,ERA 5 climate reanalysis data,Forecast albedo,,9 km²,,
Sharma et al - 2024,ML,Decision Tree (DT),DT,No,USA,"South Carolina (SC), U.S.A",SC Forestry Commission (SCFC,Accuracy,ACC,No,Socio economic,,Tigerline/Shapefile,Roads,,100m,Fire hazard map,
,ML,Random Forest (RF),RF,,,,,,,,Socio economic,,Tigerline/Shapefile,Rivers,,100m,,
,ML,Logistic Regression (LR),Log-Res,,,,,,,,Socio economic,,Tigerline/Shapefile,SC State,,100m,,
,DL,Artificial Neural Network (ANN),ANN,,,,,,,,Socio economic,,Tigerline/Shapefile,Lakes or Ponds,,100m,,
,DL,Support Vector Machine (SVM),SVM,,,,,,,,Meteorological,,TerraClimate,Average Minimum Temperature,,100m,,
,DL,Convolutional Neural Network (CNN),CNN,,,,,,,,Meteorological,,TerraClimate,Average Maximum Temperature,,100m,,
,,,,,,,,,,,Meteorological,,TerraClimate,Precipitation Accumulation,,100m,,
,,,,,,,,,,,Meteorological,,TerraClimate,Wind Speed,,100m,,
,,,,,,,,,,,Meteorological,,TerraClimate,Soil Moisture,,100m,,
,,,,,,,,,,,Meteorological,,TerraClimate,Vapor Pressure,,100m,,
,,,,,,,,,,,Meteorological,,TerraClimate,Runoff,,100m,,
,,,,,,,,,,,Topographic,,National Landcover Dataset,Landcover,,100m,,
,,,,,,,,,,,Topographic,,National Landcover Dataset,National Land Cover Dataset (NLCD),,100m,,
,,,,,,,,,,,Remote sensing,,Sentinel,Normalized Difference Vegetative Index (NDVI),,100m,,
,,,,,,,,,,,Topographic,,NASA/USGS,Digital Elevation Model (DEM),,100m,,
,,,,,,,,,,,Topographic,,NASA/USGS,Slope,,100m,,
,,,,,,,,,,,Topographic,,NASA/USGS,Aspect,,100m,,
,,,,,,,,,,,Remote sensing,,Fire Data,Fire Points,,100m,,
,,,,,,,,,,,Remote sensing,,Carbon Data,Carbon in metric tons for each county of SC,,100m,,
Sida et al - 2024 ,ML,Random Forest (RF),Rf,No,China,Greater Khingan Mountains in Northeast China,,Mean Squared Error (MSE),MSE,No,Topographic,,,K-Index (kx),,0.001°,Prediction of target lightning density (lightning prone to causing forest fires),
,,,,,,,,Mean Absolute Error (MAE),MAE,,Topographic,,,Convective Available Potential Energy (CAPE),,0.001°,,
,,,,,,,,coefficient of determination (R²),R²,,Remote sensing,,,Leaf Area Index for high vegetation (lai_kv),,0.25° x 0.25,,
,,,,,,,,,,,Meteorological,,,Surface Pressure (sp),,0.25° x 0.26,,
,,,,,,,,,,,Meteorological,,,Cloud Base Height (cbh),,0.25° x 0.27,,
,,,,,,,,,,,Meteorological,,,Temperature at 2 m (t2m),,0.25° x 0.28,,
,,,,,,,,,,,Meteorological,,,Coverage of high vegetation (cvh),,0.25° x 0.29,,
Singh et al - 2024 ,DL,Custom Convolutional Neural Network (CNN),CNN,AlexNet,USA,"California, United States",1600 fire instances from the California Wildfire dataset on Kaggle,"Classification: Accuracy, Precision, Recall, F1-score, ROC-AUC","Accuracy, Precision, Recall, F1-score, ROC-AUC",No,Remote sensing,,Landsat 8,NBR,16 days,30m,Classification: Fire (presence of burnt/burning area) or No Fire,
,DL,UNet,UNet,,,,,"Segmentation: Dice Score, Binary Cross-Entropy (BCE), BCE Dice Loss","Dice Score, Binary Cross-Entropy (BCE), BCE Dice Loss",,,,,, infrared image,,Segmentation: Binary image mask of burnt/burning regions,
,DL,SegNet,SegNet,,,,,,,,,,,,,,,
singha et al - 2024,ML,Neural Net (nnet),nnet,No,India,"Similipal Tiger Reserve (STR), Odisha, India",GPS field surveys,Area Under the Receiver Operating Characteristic Curve (AUROC),AUC,No,Topographic,,,Elevación (m),,10m,Forest fire susceptibility map,
,ML,AdaBag,AdaBag,,,,Forest Survey of India (FSI),Kappa coefficient,Kappa,,Topographic,,,Pendiente (°),,10m,Future forest fire susceptibility trends under different climate scenarios,
,ML,Extreme Gradient Boosting (XGBTree),XGBTree,,,,Fire Information for Resource Management System (FIRMS),Accuracy,ACC,,Topographic,,,Aspecto,,10m,,
,ML,Gradient Boosting Machine (GBM),GBM,,,,,Sensitivity,SENS,,Topographic,,,Curvatura Planimétrica (radianes/m),,10m,,
,ML,Random Forest (RF),RF,,,,,Specificity,SPEC,,Topographic,,,Curvatura de Perfil (radianes/m),,10m,,
,ML,Random Forest - Differential Evolution Algorithm (RF-DEA),RF-DEA,,,,,Positive Predictive Values (PPV),PPV,,Topographic,,,Clases de Geoformas,,10m,,
,ML,Random Forest - Gravitational Based Search (RF-GBS),RF-GBS,,,,,Negative Predictive Values (NPV),NPV,,Topographic,,,Clases de Cobertura y Uso del Suelo (LULC Classes),,10m,,
,ML,Random Forest - Grey Wolf Optimization (RF-GWO),RF-GWO,,,,,,,,Meteorological,,,Precipitación (mm),,10m,,
,ML,Random Forest - Particle Swarm Optimization (RF-PSO),RF-PSO,,,,,,,,Meteorological,,,Temperatura Máxima (Tmax) (°C),,10m,,
,ML,Random Forest - Genetic Algorithm (RF-GA),RF-GA,,,,,,,,Meteorological,,,Temperatura Mínima (Tmin) (°C),,10m,,
,,,,,,,,,,,Meteorological,,,Radiación Solar (SRAD) (W/m^2),,10m,,
,,,,,,,,,,,Meteorological,,,Humedad Relativa (RH) (%),,10m,,
,,,,,,,,,,,Meteorological,,,Velocidad del Viento (Wind Speed) (m),,10m,,
,,,,,,,,,,,Meteorological,,,Evapotranspiración Actual (AET) (mm),,10m,,
,,,,,,,,,,,Meteorological,,,Evapotranspiración Potencial (PET) (mm),,10m,,
,,,,,,,,,,,Meteorological,,,Déficit Hídrico (DEF) (mm),,10m,,
,,,,,,,,,,,Meteorological,,,Humedad del Suelo (Soil Moisture) (mm),,10m,,
,,,,,,,,,,,Remote sensing,,,Índice de Estrés Evaporativo (ESI),,10m,,
,,,,,,,,,,,Remote sensing,,,Índice Palmer de Severidad de Sequía (PDSI),,10m,,
,,,,,,,,,,,Remote sensing,,,Índice de Vegetación Diferencial de Temperatura (TVDI),,10m,,
,,,,,,,,,,,Remote sensing,,,Índice Topográfico de Humedad (TWI),,10m,,
,,,,,,,,,,,Remote sensing,,,Distancia al río (Dist to river) (m),,10m,,
,,,,,,,,,,,Remote sensing,,,dNBR,,10m,,
,,,,,,,,,,,Remote sensing,,,FCF (MtCO2e yr-1),,10m,,
,,,,,,,,,,,Remote sensing,,,SVI,,10m,,
,,,,,,,,,,,Remote sensing,,,VHI,,10m,,
,,,,,,,,,,,Remote sensing,,,NPP (kg C/m^2),,10m,,
,,,,,,,,,,,Remote sensing,,,FCH (m),,10m,,
,,,,,,,,,,,Remote sensing,,,AGB (Mg/ha),,10m,,
,,,,,,,,,,,Remote sensing,,,BGB (Mg/ha),,10m,,
,,,,,,,,,,,Remote sensing,,,NDVI,,10m,,
,,,,,,,,,,,Remote sensing,,,EVI,,10m,,
,,,,,,,,,,,Remote sensing,,,LAI,,10m,,
,,,,,,,,,,,Remote sensing,,,MSAVI,,10m,,
,,,,,,,,,,,Remote sensing,,,CI-G,,10m,,
,,,,,,,,,,,Remote sensing,,,TGI,,10m,,
,,,,,,,,,,,Remote sensing,,,NDMI,,10m,,
,,,,,,,,,,,Remote sensing,,,NDRE,,10m,,
Son et al - 2024,DL,Long Short-Term Memory (LSTM),LSTM,No,Global,Global,Global Fire Emissions Database (GFED4),Normalized Mean Error (NME),NME,No,Meteorological,,,Temperatura (Alto),,0.25°,Daily burnt area fraction,
,,Artificial Neural Network (ANN),ANN,,,,,Mean Phase Difference (MPD),MPD,,Meteorological,,,Temperatura a 2m,,0.25°,,
,,,,,,,,Pearson Correlation Coefficient,PCC,,Meteorological,,,Anomalía de Temperatura,,0.25°,,
,,,,,,,,,,,Meteorological,,,Humedad,,0.25°,,
,,,,,,,,,,,Meteorological,,,Humedad específica,,0.25°,,
,,,,,,,,,,,Meteorological,,,Anomalía de humedad específica,,0.25°,,
,,,,,,,,,,,Meteorological,,,Humedad relativa,,0.25°,,
,,,,,,,,,,,Meteorological,,,Anomalía de humedad relativ,,0.25°,,
,,,,,,,,,,,Meteorological,,,Precipitación,,0.25°,,
,,,,,,,,,,,Meteorological,,,Precipitación total,,0.25°,,
,,,,,,,,,,,Meteorological,,,Velocidad del Viento,,0.25°,,
,,,,,,,,,,,Meteorological,,,Rayos,,0.25°,,
,,,,,,,,,,,Meteorological,,,Agua en capas del suelo,,0.25°,,
,,,,,,,,,,,Meteorological,,,Volumen de agua en 4 capas de suelo,,0.25°,,
,,,,,,,,,,,Remote sensing,,,LAI (Índice de Área Foliar),,0.25°,,
,,,,,,,,,,,Topographic,,,Elevación,,0.25°,,
,,,,,,,,,,,Topographic,,,Pendiente,,0.25°,,
,,,,,,,,,,,Topographic,,,Rugosida,,0.25°,,
,,,,,,,,,,,Topographic,,,Mantillo vegetal sobre el suelo,,0.25°,,
,,,,,,,,,,,Topographic,,,Árboles tropicales de hoja perenne,,0.25°,,
,,,,,,,,,,,Topographic,,,Árboles tropicales de hoja caduca,,0.25°,,
,,,,,,,,,,,Topographic,,,Árboles extra-tropicales de hoja perenne,,0.25°,,
,,,,,,,,,,,Topographic,,,Árboles extra-tropicales de hoja caduca,,0.25°,,
,,,,,,,,,,,Topographic,,,Arbustos semicaducifolios,,0.25°,,
,,,,,,,,,,,Topographic,,,Arbustos caducifolios,,0.25°,,
,,,,,,,,,,,Topographic,,,Hierba,,0.25°,,
,,,,,,,,,,,Topographic,,,Suelo desnud,,0.25°,,
,,,,,,,,,,,Topographic,,,Densidad de población,,0.25°,,
,,,,,,,,,,,Topographic,,,PIB per cápita,,0.25°,,
,,,,,,,,,,,Topographic,,,Índice de Desarrollo Humano,,0.25°,,
,,,,,,,,,,,Topographic,,,Densidad de Carreteras,,0.25°,,
,,,,,,,,,,,Topographic,,,Tierra primaria boscosa,,0.25°,,
,,,,,,,,,,,Topographic,,,Tierra primaria no boscosa,,0.25°,,
,,,,,,,,,,,Topographic,,,Tierra secundaria boscosa,,0.25°,,
,,,,,,,,,,,Topographic,,,Tierra secundaria no boscosa,,0.25°,,
,,,,,,,,,,,Topographic,,,Tierra urbana,,0.25°,,
,,,,,,,,,,,Topographic,,,Cultivos anuales C3 y C4,,0.25°,,
,,,,,,,,,,,Topographic,,,Cultivos perennes C3 y C4,,0.25°,,
,,,,,,,,,,,Topographic,,,Cultivos C3 fijadores de nitrógeno,,0.25°,,
,,,,,,,,,,,Topographic,,,Pastos gestionados,,0.25°,,
,,,,,,,,,,,Topographic,,,Pastizales,,0.25°,,
,,,,,,,,,,,Topographic,,,Densidad de carbono de biomasa secundaria media,,0.25°,,
,,,,,,,,,,,Topographic,,,Edad media secundaria,,0.25°,,
Sridhar et al - 2024,DL,MobileNet,MobileNet,IOFireNet,Not specified,Not specified,5030 images from Kaggle,Accuracy,ACC,No,Remote sensing,,,Fire images,,224 x 224 pixels,Fire detection (classification),
,,,,,,,,Mean Intersection over Union (IoU),IoU,,,,,,,,Fire region localization (segmentation),
,,,,,,,,,,,,,,,,,"Prediction of fire direction, spread, severity, and area",
Su et al - 2024 ,ML,Cellular Automata (CA),CA,No,China,"""3.29 Forest Fire"" incident in Anning, Southwest China","Firefighting data from ""3.29 Forest Fire"" incident",FFSPP model: Relative error of the predicted burned area,Relative error of the predicted burned area,No,Meteorological,,,Wind speed,,,Forest Fire Spread Process Prediction (FFSPP): Direction and speed of fire spread,
,,Wang Zhengfei model,Wang Zhengfei model,,Portugal,Montesinho National Forest Park in Portugal,Real fire dataset from Montesinho National Forest Park,FFSRP model: Mean Absolute Error (MAE) between predicted and actual burned area,Mean Absolute Error (MAE) between predicted and actual burned area,,Meteorological,,,Wind direction,,,Forest Fire Spread Results Prediction (FFSRP): Burned area,
,,Ensemble learning,Ensemble learning,,,,,,,,Meteorological,,,Combustible correction factor,,,,
,,,,,,,,,,,Topographic,,,Terrain slope,,,,
,,,,,,,,,,,Topographic,,,Temperature,,,,
,,,,,,,,,,,Meteorological,,,Humidity,,,,
,,,,,,,,,,,Socio economic,,Canadian Forest Fire Risk Rating System,FFMC,,,,
,,,,,,,,,,,Socio economic,,Canadian Forest Fire Risk Rating System,DMC,,,,
,,,,,,,,,,,Socio economic,,Canadian Forest Fire Risk Rating System,DC,,,,
,,,,,,,,,,,Socio economic,,Canadian Forest Fire Risk Rating System,ISI,,,,
Surbhi et al - 2024,ML,Random Forest Regression,RF,No,India,"Madhya Pradesh (MP) and Chhattisgarh (CG), India",MODIS active fire data (FIRMS),Overall Accuracy,OA,No,Remote sensing,,MODIS (FIRMS C6.1),Fire Location Data,,1 km,Forest fire occurrence probability map,
,,,,,,,,Sensitivity,SENS,,Remote sensing,,MODIS (MOD11C3),Land Surface Temperature (LST),,0.05 degrees (~5 km),,
,,,,,,,,Specificity,SPEC,,Remote sensing,,MODIS (daily product using MOD09GA),NDVI,,250 m,,
,,,,,,,,,,,Meteorological,,TerraClimate,Evapotranspiration (ET) Data,,0.05 degrees (~5 km),,
,,,,,,,,,,,Meteorological,,TerraClimate,Solar Radiation Data,,0.05 degrees (~5 km),,
,,,,,,,,,,,Meteorological,,TerraClimate,Soil Moisture Data,,0.05 degrees (~5 km),,
,,,,,,,,,,,Meteorological,,CHIRPS,Rainfall Data,,0.05 degrees (~5 km),,
,,,,,,,,,,,Topographic,,ASTER DEM,DEM Data,,30 m,,
Sykas et al - 2024,DL,Image Segmentation Networks,Image Segmentation Networks,ResNet,Europe ,45 countries (covering Europe and other regions),EO4WildFires dataset,F1 score,F1,Si,Meteorological,,Sentinel 1&2,Ratio of actual partial pressure of water vapor to the partial pressure at saturation (RH2M),,,Prediction of wildfire severity (size and shape of burned area),https://www.google.com/search?q=https://doi.org/10.5281/zenodo.7762564
,,Visual Transformers,Visual Transformers,EfficientNet,,,,IoU score,IoU,,Meteorological,,Sentinel 1&3,Average temperature (T2M),,10m,,
,,,,,,,,Average Percentage Difference (aPD),aPD,,Meteorological,,Sentinel 1&4,Bias-corrected average total precipitation (PRECTOTCORR),,10m,,
,,,,,,,,,,,Meteorological,,Sentinel 1&5,Average wind speed (WS2M),,10m,,
,,,,,,,,,,,Meteorological,,Sentinel 1&6,Fraction of land covered by snowfall (PRECSNOLAND),,10m,,
,,,,,,,,,,,Meteorological,,Sentinel 1&7,Percent of root zone soil wetness (GWETROOT),,10m,,
,,,,,,,,,,,Meteorological,,Sentinel 1&8,Snow depth (SNODP),,10m,,
,,,,,,,,,,,Meteorological,,Sentinel 1&9,Snow precipitation (FRSNO),,10m,,
,,,,,,,,,,,Meteorological,,Sentinel 1&10,Soil moisture (GWETTOP),,10m,,
Syphard et al - 2024,ML,Maxent,MAXENT,No,USA,"California, USA (with comparisons across different ecoregions)",Fire perimeter data (≥10 acres) from the California Department of Forestry and Fire Protection's Fire and Resource Assessment Program (FRAP),Area Under the Curve (AUC),AUC,No,Meteorological,,,Precipitation,,270m,Fire occurrence probability map (for current and future climate scenarios),
,,,,,,,,True Skill Statistic (TSS),TSS,,Meteorological,,,Temperature,,270m,,
,,,,,,,,True Positive Rate,TPR,,Meteorological,,,Climatic water deficit,,270m,,
,,,,,,,,True Negative Rate,TNR,,Topographic,,,Topographic heterogeneity,,270m,,
,,,,,,,,Sorensen Index,SI,,Socio economic,,,Distance to urban areas,,270m,,
,,,,,,,,Inverse Mean Absolute Error,InvMAE,,Socio economic,,,Distance to roads,,270m,,
,,,,,,,,,,,Socio economic,,,Urban density,,270m,,
Tahri et al - 2024,DL,Artificial Neural Network (ANN),ANN,No,Czech ,Czech Republic,Czech Republic Wildfire Rescue Service database (2006-2020),Accuracy,ACC,No,Topographic,,Derived from a digital elevation model (SRTM) (Earthdata),Slope (%),,,"Forest fire vulnerability map (four classes: low, moderate, high, very high)",
,,Multilayer Perceptron (MLP),MLP,,,,,Precision,PREC,,Topographic,,Derived from a digital elevation model (SRTM) (Earthdata),Elevation (meters above sea level),,,Burned area size classification (for areas with high or very high vulnerability),
,,,,,,,,Recall,REC,,Topographic,,Derived from a digital elevation model (SRTM) (Earthdata),Aspect,,,,
,,,,,,,,F1-score,F1,,Topographic,,Obtained from Copernicus CDS API (Copernicus),Average wind speed (m/s),,,,
,,,,,,,,,,,Topographic,,Obtained from Copernicus CDS API (Copernicus),Average temperature (°C),,,,
,,,,,,,,,,,Meteorological,,Obtained from Copernicus CDS API (Copernicus),Relative humidity (%),,,,
,,,,,,,,,,,Topographic,,Provided by the Czech GIS portal national database (Geoportal),Distances from roads,,,,
,,,,,,,,,,,Topographic,,Provided by the Czech GIS portal national database (Geoportal),Distances from rivers,,,,
,,,,,,,,,,,Topographic,,Provided by the Czech GIS portal national database (Geoportal),Population density,,,,
,,,,,,,,,,,Topographic,,Acquired from the Czech National Forest Inventory database (2001/2004–2011/2014),Land cover,,,,
,,,,,,,,,,,Topographic,,Provided by the Czech Republic Wildfire Rescue Service database (2006–2020),X-axis coordinate,,,,
,,,,,,,,,,,Topographic,,Provided by the Czech Republic Wildfire Rescue Service database (2006–2020),Y-axis coordinate,,,,
,,,,,,,,,,,Socio economic,,Sourced from the Czech Republic Wildfire Rescue Service database (2006–2020),Region,,,,
,,,,,,,,,,,Socio economic,,Sourced from the Czech Republic Wildfire Rescue Service database (2006–2020),Municipality,,,,
,,,,,,,,,,,Socio economic,,Sourced from the Czech Republic Wildfire Rescue Service database (2006–2020),District,,,,
,,,,,,,,,,,Socio economic,,Sourced from the Czech Republic Wildfire Rescue Service database (2006–2020),Localities,,,,
,,,,,,,,,,,Socio economic,,Obtained from the Czech Fire Rescue Service database (2006–2020),Alarm level,,,,
,,,,,,,,,,,Socio economic,,Denotes the day of the month (1–31),Day,,,,
,,,,,,,,,,,Socio economic,,Signifies the month of the year (1–12),Month,,,,
Taktak et al - 2024 ,ML,Decision Tree,DT,No,Sahara ,Observatorio del Sahara y el Sahel,observaciones ambientales que contiene datos meteorológicos recopilados por hora por el OSS entre el 1 de noviembre de 2017 y el 31 de marzo de 2019,exactitud,ACC,No,Meteorological,,factor de sequía (DF),,,,"El resultado principal fue un modelo de predicción de incendios forestales basado en un árbol de decisión, que genera alertas de peligro de incendio",
,,,,,,,,precisión ,PREC,,Meteorological,,temperatura (Temp),,,,,
,,,,,,,,recall,REC,,Meteorological,,velocidad del viento,,,,,
,,,,,,,,,,,Meteorological,,dirección del viento,,,,,
,,,,,,,,,,,Meteorological,,humedad,,,,,
Tang et al - 2024 ,ML,XGBoost,XGBoost,No,Tailandia,Tailandia,Datos de incendios activos en tiempo casi real de la NASA (FIRMS),Recall,REC,No,Meteorological,,CO (Mol/m²),,,,Clasificador binario de Machine Learning para predecir la ocurrencia de incendios forestales,
,,,,,,,Datos de gases de sensores terrestres y satélite,,,,Meteorological,,NO₂ (Mol/m²),,,,,
,,,,,,,,,,,Meteorological,,O₃ (Mol/m²),,,,,
,,,,,,,,,,,Meteorological,,SO₂ (Mol/m²),,,,,
,,,,,,,,,,,Socio economic,,Forest fire occurrences (Target class),,,,,
Tian et al - 2024,ML,XGBoost,XGBoost,No,China,China,MOD14A1,AUC,AUC,No,Meteorological,Climatic,China Meteorological Average Data Network,Average temperature,,500 m,Mapas de susceptibilidad a incendios forestales para diferentes ecosistemas forestales en China,
,,,,,,,,,,,Meteorological,Climatic,China Meteorological Average Data Network,Relative humidity,,500 m,,
,,,,,,,,,,,Meteorological,Climatic,China Meteorological Average Data Network,Average precipitation,,500 m,,
,,,,,,,,,,,Meteorological,Climatic,China Meteorological Average Data Network,Average wind speed,,500 m,,
,,,,,,,,,,,Topographic,Topographic,Geospatial Data Cloud,Altitude,,30 m,,
,,,,,,,,,,,Topographic,Topographic,Geospatial Data Cloud,Slope,,30 m,,
,,,,,,,,,,,Topographic,Topographic,Geospatial Data Cloud,Aspect,,30 m,,
,,,,,,,,,,,Topographic,Vegetation,"Institute of Botany, Chinese Academy of Sciences",Vegetation type,,30 m,,
,,,,,,,,,,,Topographic,Vegetation,Google Earth Engine,Vegetation fractional cover,,250 m,,
,,,,,,,,,,,Topographic,Vegetation,Google Earth Engine,Normalized difference vegetation index,,250 m,,
,,,,,,,,,,,Topographic,Vegetation,Google Earth Engine,Temperature vegetation drought index,,1 km,,
,,,,,,,,,,,Socio economic,Human,National Catalogue Service for Geographic Information,Distance to the nearest road,,"1:250,000",,
,,,,,,,,,,,Socio economic,Human,National Catalogue Service for Geographic Information,Distance to the nearest settlement,,"1:250,000",,
,,,,,,,,,,,Socio economic,Human,National Catalogue Service for Geographic Information,Distance to the nearest railway,,"1:250,000",,
,,,,,,,,,,,Socio economic,Human,National Catalogue Service for Geographic Information,Distance to the nearest river,,"1:250,000",,
,,,,,,,,,,,Socio economic,Human,National Earth System Science Data Center,Population density,,1 km,,
,,,,,,,,,,,Socio economic,Human,National Earth System Science Data Center,GDP per capita,,1 km,,
Tran et al - 2024 ,ML,XGBoost,XGBoost,No,Hawái,"Isla de Hawai'i, Hawai'i",1408 puntos de incendios forestales entre 2004 y 2022,AUC,AUC,No,Topographic,Spatial/Raster grid,Shuttle Radar Topography Mission (SRTM),Elevation,,30m,Mapas de susceptibilidad a incendios forestales para la isla de Hawai'i,
,,,,,,,,,,,Topographic,Spatial/Raster grid,Shuttle Radar Topography Mission (SRTM),Aspect,,30m,,
,,,,,,,,,,,Topographic,Spatial/Raster grid,Shuttle Radar Topography Mission (SRTM),Slope,,30m,,
,,,,,,,,,,,Topographic,Spatial/Raster grid,Shuttle Radar Topography Mission (SRTM),Plan Curvature,,30m,,
,,,,,,,,,,,Topographic,Spatial/Raster grid,Shuttle Radar Topography Mission (SRTM),Profile Curvature,,30m,,
,,,,,,,,,,,Topographic,Spatial/Raster grid,Shuttle Radar Topography Mission (SRTM),Valley Depth,,30m,,
,,,,,,,,,,,Topographic,Spatial/Raster grid,Shuttle Radar Topography Mission (SRTM),Topographic Wetness Index (TWI),,30m,,
,,,,,,,,,,,Socio economic,Line and polygon coverage,"Office of Planning and Sustainable Development, State of Hawaiʻi",Distance from a River,,"1:50,000",,
,,,,,,,,,,,Socio economic,Line and polygon coverage,"Office of Planning and Sustainable Development, State of Hawaiʻi",Distance from a Road,,"1:50,000",,
,,,,,,,,,,,Remote sensing,Spatial/Raster grid,Landsat 8 OLI (USGS) Band 4 and Band 5,NDVI,,30m,,
,,,,,,,,,,,Remote sensing,Spatial/Raster grid,"Department of Land and Natural Resources, State of Hawaiʻi",Land Use,,250m,,
,,,,,,,,,,,Meteorological,Spatial/Raster grid,"Geography Department, University of Hawaiʻi at Manoa (Giambelluca et al., 2013)",Average Annual Rainfall,,250m,,
,,,,,,,,,,,Meteorological,Spatial/Raster grid,"Geography Department, University of Hawaiʻi at Manoa (Giambelluca et al., 2014)",Average Annual Temperature,,250m,,
Wang et al - 2024,ML,CRCBoost,CRCBoost,No,USA,"Los Ángeles y Ventura, California, Estados Unidos",egistros de incendios forestales de 2010 a 2020 de CAL FIRE,BACC,BA,No,Meteorological,Meteorológicas,,Temperatura media,,1km,Modelo de predicción de la probabilidad de ocurrencia de incendios forestales,
,,,,,,,,,,,Meteorological,Meteorológicas,,déficit máximo de presión de vapor,,1km,Mapa de susceptibilidad a incendios forestales,
,,,,,,,,,,,Meteorological,Meteorológicas,,temperatura media del punto de rocío,,1km,Análisis de la importancia de las variables,
,,,,,,,,,,,Meteorological,Meteorológicas,,precipitación,,1km,,
,,,,,,,,,,,Meteorological,Meteorológicas,,temperatura máxim,,1km,,
,,,,,,,,,,,Socio economic,Actividad humana,,Densidad de población,,,,
,,,,,,,,,,,Socio economic,Actividad humana,,cobertura de edificios,,,,
,,,,,,,,,,,Socio economic,Actividad humana,,densidad de unidades de vivienda,,,,
,,,,,,,,,,,Socio economic,Actividad humana,,tipos de interfaz urbano-forestal,,,,
,,,,,,,,,,,Remote sensing,Combustible,MOD13Q1,Índice de vegetación de diferencia normalizada (NDVI),,250m,,
,,,,,,,,,,,Remote sensing,Combustible,,vegetación y cobertura del suelo,,250m,,
,,,,,,,,,,,Topographic,Topográficas,,Elevación,,30m,,
,,,,,,,,,,,Topographic,Topográficas,,pendiente,,30m,,
,,,,,,,,,,,Topographic,Topográficas,,aspecto,,30m,,
,,,,,,,,,,,Topographic,Topográficas,,índice de aspecto,,30m,,
,,,,,,,,,,,Topographic,Topográficas,,curvatura,,30m,,
,,,,,,,,,,,Topographic,Topográficas,,curvatura del plano,,30m,,
Want et al - 2024 ,DL,Convolutional Neural Networks (CNN),CNN,No,Brazil,Southeastern Brazil,Global burn area maps from the European Space Agency's Climate Change Initiative (CCI),Relative error (percentage error relative to actual area),Relative error,No,Remote sensing,,,Surface Reflectance (SR),,0.25∘,Predicted accumulated wildfire area,
,,,,,,,,Fit (R2 value),R²,,,,,,,,Fire map,
Xiao et al - 2024 ,DL,U2-Net,U2-Net,No,Not specified ,Not specified ,Wildfire Masks for the Next Day Wildfire Dataset,F1 score,F1,No,Topographic,,,Elevation,,1km,Binary firemask predicting wildfire spread at time t+1,
,,,,,,,,,,,Meteorological,,,Wind direction (th),,,,
,,,,,,,,,,,Meteorological,,,Wind speed (vs),,,,
,,,,,,,,,,,Meteorological,,,Minimum temperature (tmmn),,,,
,,,,,,,,,,,Meteorological,,,Maximum temperature (tmmx),,,,
,,,,,,,,,,,Meteorological,,,Humidity (sph),,,,
,,,,,,,,,,,Meteorological,,,Precipitation (pr),,,,
